,Unnamed: 0,origin,fl_date,dep_delay,delay,dep_delay_avg,score,mean,std,anormal_day
21439,4642422,CMH,2010-09-24,-4.0,0.0,7.152941176470589,2.0670473265,1.781370944149411,0.6031584999883453,0
21440,4642431,CMH,2010-09-24,-8.0,0.0,7.152941176470589,2.3900193104,1.781370944149411,0.6031584999883453,0
21441,4642434,CMH,2010-09-24,-2.0,0.0,7.152941176470589,1.8232503824,1.781370944149411,0.6031584999883453,0
21442,4642439,CMH,2010-09-24,-7.0,0.0,7.152941176470589,2.3207065685,1.781370944149411,0.6031584999883453,0
21443,4642442,CMH,2010-09-24,-3.0,0.0,7.152941176470589,1.9572411161,1.781370944149411,0.6031584999883453,0
21444,4642529,CMH,2010-09-24,30.0,30.0,7.152941176470589,0.9498649487,1.781370944149411,0.6031584999883453,0
21445,4642770,CMH,2010-09-24,-7.0,0.0,7.152941176470589,2.3207065685,1.781370944149411,0.6031584999883453,0
21446,4642804,CMH,2010-09-24,-3.0,0.0,7.152941176470589,1.9572411161,1.781370944149411,0.6031584999883453,0
21447,4643912,CMH,2010-09-24,-5.0,0.0,7.152941176470589,2.1614692636,1.781370944149411,0.6031584999883453,0
21448,4643967,CMH,2010-09-24,26.0,26.0,7.152941176470589,0.964189903,1.781370944149411,0.6031584999883453,0
21449,4645008,CMH,2010-09-24,-8.0,0.0,7.152941176470589,2.3900193104,1.781370944149411,0.6031584999883453,0
21450,4645237,CMH,2010-09-24,1.0,1.0,7.152941176470589,0.9019437343,1.781370944149411,0.6031584999883453,0
21451,4646013,CMH,2010-09-24,-10.0,0.0,7.152941176470589,2.5143043724,1.781370944149411,0.6031584999883453,0
21452,4646014,CMH,2010-09-24,-9.0,0.0,7.152941176470589,2.454261443,1.781370944149411,0.6031584999883453,0
21453,4647364,CMH,2010-09-24,0.0,0.0,7.152941176470589,0.6283725781,1.781370944149411,0.6031584999883453,0
21454,4647365,CMH,2010-09-24,-1.0,0.0,7.152941176470589,1.6443095196,1.781370944149411,0.6031584999883453,0
21455,4647366,CMH,2010-09-24,44.0,44.0,7.152941176470589,1.0946531458,1.781370944149411,0.6031584999883453,0
21456,4647367,CMH,2010-09-24,7.0,7.0,7.152941176470589,0.886743392,1.781370944149411,0.6031584999883453,0
21457,4647368,CMH,2010-09-24,3.0,3.0,7.152941176470589,0.9121043305,1.781370944149411,0.6031584999883453,0
21458,4647369,CMH,2010-09-24,-5.0,0.0,7.152941176470589,2.1614692636,1.781370944149411,0.6031584999883453,0
21459,4647370,CMH,2010-09-24,-2.0,0.0,7.152941176470589,1.8232503824,1.781370944149411,0.6031584999883453,0
21460,4647371,CMH,2010-09-24,0.0,0.0,7.152941176470589,0.6283725781,1.781370944149411,0.6031584999883453,0
21461,4647372,CMH,2010-09-24,0.0,0.0,7.152941176470589,0.6283725781,1.781370944149411,0.6031584999883453,0
21462,4647373,CMH,2010-09-24,12.0,12.0,7.152941176470589,0.9636395432,1.781370944149411,0.6031584999883453,0
21463,4647374,CMH,2010-09-24,0.0,0.0,7.152941176470589,0.6283725781,1.781370944149411,0.6031584999883453,0
21464,4647375,CMH,2010-09-24,-5.0,0.0,7.152941176470589,2.1614692636,1.781370944149411,0.6031584999883453,0
