,fl_date,number_flight,number_anormals,anormal
167,2010-06-17,293,0.0,0.0
168,2010-06-18,285,1.0,1.0
169,2010-06-19,190,0.0,0.0
170,2010-06-20,252,0.0,0.0
171,2010-06-21,291,0.0,0.0
172,2010-06-22,288,1.0,1.0
173,2010-06-23,282,1.0,1.0
174,2010-06-24,284,3.0,1.0
175,2010-06-25,294,1.0,1.0
176,2010-06-26,196,1.0,1.0
177,2010-06-27,250,3.0,1.0
178,2010-06-28,290,0.0,0.0
179,2010-06-29,295,0.0,0.0
180,2010-06-30,293,1.0,1.0
181,2010-07-01,294,1.0,1.0
182,2010-07-02,302,0.0,0.0
183,2010-07-03,194,0.0,0.0
184,2010-07-04,184,1.0,1.0
185,2010-07-05,267,0.0,0.0
186,2010-07-06,294,1.0,1.0
187,2010-07-07,299,1.0,1.0
188,2010-07-08,297,0.0,0.0
189,2010-07-09,291,1.0,1.0
190,2010-07-10,188,2.0,1.0
191,2010-07-11,261,0.0,0.0
192,2010-07-12,294,0.0,0.0
193,2010-07-13,222,4.0,1.0
194,2010-07-14,286,3.0,1.0
195,2010-07-15,296,2.0,1.0
196,2010-07-16,298,1.0,1.0
197,2010-07-17,194,0.0,0.0
198,2010-07-18,260,0.0,0.0
199,2010-07-19,276,5.0,1.0
200,2010-07-20,290,0.0,0.0
201,2010-07-21,287,3.0,1.0
202,2010-07-22,293,0.0,0.0
203,2010-07-23,286,4.0,1.0
204,2010-07-24,194,1.0,1.0
205,2010-07-25,242,2.0,1.0
206,2010-07-26,295,2.0,1.0
207,2010-07-27,298,0.0,0.0
208,2010-07-28,298,0.0,0.0
209,2010-07-29,272,3.0,1.0
210,2010-07-30,300,2.0,1.0
211,2010-07-31,201,0.0,0.0
212,2010-08-01,256,2.0,1.0
213,2010-08-02,304,0.0,0.0
214,2010-08-03,300,1.0,1.0
215,2010-08-04,298,1.0,1.0
216,2010-08-05,283,0.0,0.0
217,2010-08-06,295,0.0,0.0
218,2010-08-07,205,0.0,0.0
219,2010-08-08,264,1.0,1.0
220,2010-08-09,304,0.0,0.0
221,2010-08-10,297,1.0,1.0
222,2010-08-11,299,0.0,0.0
223,2010-08-12,290,2.0,1.0
224,2010-08-13,296,0.0,0.0
225,2010-08-14,204,0.0,0.0
226,2010-08-15,263,2.0,1.0
227,2010-08-16,288,0.0,0.0
228,2010-08-17,303,0.0,0.0
229,2010-08-18,307,0.0,0.0
230,2010-08-19,310,0.0,0.0
231,2010-08-20,311,0.0,0.0
232,2010-08-21,203,0.0,0.0
233,2010-08-22,246,5.0,1.0
234,2010-08-23,301,0.0,0.0
235,2010-08-24,294,1.0,1.0
236,2010-08-25,294,2.0,1.0
237,2010-08-26,310,0.0,0.0
238,2010-08-27,312,0.0,0.0
239,2010-08-28,206,0.0,0.0
240,2010-08-29,268,1.0,1.0
241,2010-08-30,312,0.0,0.0
242,2010-08-31,305,0.0,0.0
243,2010-09-01,306,0.0,0.0
244,2010-09-02,310,0.0,0.0
245,2010-09-03,293,0.0,0.0
246,2010-09-04,199,1.0,1.0
247,2010-09-05,216,1.0,1.0
248,2010-09-06,284,1.0,1.0
249,2010-09-07,315,1.0,1.0
250,2010-09-08,308,0.0,0.0
251,2010-09-09,319,1.0,1.0
252,2010-09-10,317,0.0,0.0
253,2010-09-11,195,0.0,0.0
254,2010-09-12,276,0.0,0.0
255,2010-09-13,314,0.0,0.0
256,2010-09-14,309,0.0,0.0
257,2010-09-15,309,1.0,1.0
258,2010-09-16,313,0.0,0.0
259,2010-09-17,310,0.0,0.0
260,2010-09-18,194,0.0,0.0
261,2010-09-19,276,0.0,0.0
262,2010-09-20,316,0.0,0.0
263,2010-09-21,309,0.0,0.0
264,2010-09-22,304,1.0,1.0
265,2010-09-23,315,0.0,0.0
266,2010-09-24,315,0.0,0.0
267,2010-09-25,194,0.0,0.0
268,2010-09-26,274,0.0,0.0
269,2010-09-27,288,2.0,1.0
270,2010-09-28,291,0.0,0.0
271,2010-09-29,304,0.0,0.0
272,2010-09-30,254,2.0,1.0
273,2010-10-01,277,5.0,1.0
274,2010-10-02,203,0.0,0.0
275,2010-10-03,281,0.0,0.0
276,2010-10-04,309,2.0,1.0
277,2010-10-05,304,0.0,0.0
278,2010-10-06,317,0.0,0.0
279,2010-10-07,324,0.0,0.0
280,2010-10-08,323,0.0,0.0
281,2010-10-09,203,0.0,0.0
282,2010-10-10,280,1.0,1.0
283,2010-10-11,323,1.0,1.0
284,2010-10-12,317,0.0,0.0
285,2010-10-13,319,0.0,0.0
286,2010-10-14,322,0.0,0.0
287,2010-10-15,307,0.0,0.0
288,2010-10-16,204,0.0,0.0
289,2010-10-17,282,1.0,1.0
290,2010-10-18,325,0.0,0.0
291,2010-10-19,319,0.0,0.0
292,2010-10-20,316,0.0,0.0
293,2010-10-21,319,1.0,1.0
294,2010-10-22,323,0.0,0.0
295,2010-10-23,203,1.0,1.0
296,2010-10-24,281,1.0,1.0
297,2010-10-25,319,0.0,0.0
298,2010-10-26,302,0.0,0.0
299,2010-10-27,287,3.0,1.0
300,2010-10-28,318,0.0,0.0
301,2010-10-29,320,0.0,0.0
302,2010-10-30,204,1.0,1.0
303,2010-10-31,258,0.0,0.0
304,2010-11-01,299,1.0,1.0
305,2010-11-02,292,0.0,0.0
306,2010-11-03,293,1.0,1.0
307,2010-11-04,289,0.0,0.0
308,2010-11-05,298,0.0,0.0
309,2010-11-06,190,0.0,0.0
310,2010-11-07,265,0.0,0.0
311,2010-11-08,285,0.0,0.0
312,2010-11-09,292,0.0,0.0
313,2010-11-10,297,0.0,0.0
314,2010-11-11,302,0.0,0.0
315,2010-11-12,302,0.0,0.0
316,2010-11-13,192,0.0,0.0
317,2010-11-14,265,0.0,0.0
318,2010-11-15,301,1.0,1.0
319,2010-11-16,292,0.0,0.0
320,2010-11-17,292,0.0,0.0
321,2010-11-18,308,0.0,0.0
322,2010-11-19,308,0.0,0.0
323,2010-11-20,199,1.0,1.0
324,2010-11-21,265,0.0,0.0
325,2010-11-22,302,1.0,1.0
326,2010-11-23,308,0.0,0.0
327,2010-11-24,307,0.0,0.0
328,2010-11-25,180,0.0,0.0
329,2010-11-26,194,0.0,0.0
330,2010-11-27,235,0.0,0.0
331,2010-11-28,285,2.0,1.0
332,2010-11-29,311,0.0,0.0
333,2010-11-30,301,1.0,1.0
334,2010-12-01,178,2.0,1.0
335,2010-12-02,309,0.0,0.0
336,2010-12-03,300,0.0,0.0
337,2010-12-04,192,0.0,0.0
338,2010-12-05,268,0.0,0.0
339,2010-12-06,298,2.0,1.0
340,2010-12-07,291,0.0,0.0
341,2010-12-08,298,0.0,0.0
342,2010-12-09,308,0.0,0.0
343,2010-12-10,306,0.0,0.0
344,2010-12-11,183,0.0,0.0
345,2010-12-12,208,2.0,1.0
346,2010-12-13,296,0.0,0.0
347,2010-12-14,292,0.0,0.0
348,2010-12-15,293,2.0,1.0
349,2010-12-16,286,0.0,0.0
350,2010-12-17,296,0.0,0.0
351,2010-12-18,214,1.0,1.0
352,2010-12-19,261,0.0,0.0
353,2010-12-20,296,0.0,0.0
354,2010-12-21,293,0.0,0.0
355,2010-12-22,295,2.0,1.0
356,2010-12-23,293,0.0,0.0
357,2010-12-24,216,0.0,0.0
358,2010-12-25,179,0.0,0.0
359,2010-12-26,117,0.0,0.0
360,2010-12-28,181,4.0,1.0
361,2010-12-29,253,0.0,0.0
362,2010-12-30,276,1.0,1.0
363,2010-12-31,215,0.0,0.0
